n_index,p_index,a1,a2,a3,a4,a5,Fy,Fx,Fz,Ty,Tx,Tz
4,9,144.0,145.0,169.0,239.0,115.0,-0.03533999999818892,0.057049999999319485,-0.10394000000067613,-0.019510799999959572,-0.0017246000001237003,0.000684970000000253
4,10,146.0,121.0,117.0,212.0,115.0,0.011660000001810885,0.06904999999931948,-0.5249400000006655,-0.002410799999959627,-0.0027046000001236404,-0.0002900299999997498
5,0,139.0,629.0,787.0,736.0,113.0,0.04766000000181072,0.3480499999993206,-0.060940000000680394,-0.06323079999995974,0.005515399999876309,0.0012309700000002503
5,1,138.0,592.0,762.0,727.0,113.0,0.04666000000181083,0.07604999999931951,0.2930599999993321,-0.03483079999995953,0.006835399999876331,0.003401970000000263
5,2,137.0,557.0,739.0,719.0,112.0,0.04766000000181099,0.035049999999319605,0.0700599999993392,-0.032850799999959546,0.006995399999876328,0.0023099700000002517
5,3,138.0,544.0,723.0,716.0,112.0,0.08466000000181043,-0.13895000000068145,0.33405999999932556,-0.016390799999959554,0.00511539999987632,0.0021279700000002514
5,4,135.0,542.0,660.0,693.0,111.0,0.03666000000181078,0.07204999999931948,0.26905999999932795,-0.03755079999995964,0.006655399999876362,0.0020629700000002506
5,5,136.0,491.0,445.0,647.0,111.0,0.045660000001810766,-0.02995000000068011,0.4460599999993228,-0.028090799999959663,0.004155399999876334,0.0012829700000002511
5,6,136.0,335.0,262.0,518.0,112.0,0.012660000001810896,0.012049999999319485,0.8330599999993326,-0.03103079999995963,0.0032153999998763626,-0.0006410299999997505
5,7,139.0,222.0,256.0,387.0,112.0,-0.020339999998188998,-0.13795000000068142,0.5410599999993267,-0.011430799999959634,0.0011753999998763123,0.0001389700000002533
5,8,141.0,151.0,181.0,261.0,114.0,-0.028339999998188967,0.04004999999931956,0.5900599999993172,-0.01827079999995957,-0.0031846000001236763,0.0005289700000002533
5,9,144.0,145.0,169.0,239.0,115.0,-0.061339999998188954,0.08904999999931945,0.13805999999933888,-0.014610799999959519,-0.004264600000123695,-0.0006280299999997472
5,10,145.0,120.0,116.0,211.0,115.0,-0.02033999999818896,0.09004999999931948,-0.31794000000066164,-0.0012507999999596775,-0.0003846000001236767,0.0012439700000002518
6,0,138.0,629.0,787.0,736.0,113.0,0.06066000000181066,0.3540499999993203,0.06305999999934214,-0.0659107999999597,0.00793539999987631,0.002816970000000261
6,1,138.0,592.0,761.0,726.0,113.0,0.050660000001810736,0.15404999999931931,0.3450599999993328,-0.042910799999959615,0.007495399999876351,0.0015169700000002499
6,2,136.0,556.0,738.0,719.0,112.0,0.038660000001810774,0.04604999999931955,0.49205999999933137,-0.03763079999995967,0.007175399999876338,0.0007889700000002518
6,3,137.0,544.0,722.0,715.0,112.0,0.061660000001810655,-0.12695000000068107,0.617059999999313,-0.021550799999959663,0.006835399999876331,0.0019719700000002506
6,4,136.0,541.0,659.0,692.0,111.0,0.03166000000181085,0.04904999999931954,0.7890599999993361,-0.041070799999959814,0.005575399999876352,0.0011529700000002523
6,5,136.0,490.0,444.0,646.0,112.0,0.022660000001810843,-0.07995000000068077,1.1720599999993264,-0.03129079999995967,0.004295399999876325,0.0012179700000002505
6,6,136.0,336.0,263.0,518.0,111.0,0.008660000001810945,-0.0029500000006802483,0.8120599999993259,-0.032790799999959756,0.0022353999998763435,0.0006979700000002515
6,7,138.0,222.0,256.0,387.0,112.0,-0.03933999999818887,-0.14195000000068148,0.8180599999993426,-0.01287079999995957,-0.0005246000001236842,0.0007759700000002521
6,8,141.0,151.0,179.0,261.0,113.0,-0.008339999998189056,0.05704999999931953,0.5260599999992924,-0.019790799999959686,-0.0018046000001236658,0.0014519700000002508
6,9,143.0,145.0,169.0,239.0,115.0,-0.047339999998188845,0.11204999999931946,0.88005999999931,-0.011650799999959582,-0.0032046000001236816,-0.00025102999999974875
6,10,145.0,121.0,116.0,211.0,114.0,-0.033339999998188964,0.04304999999931955,0.8030599999993211,0.002269200000040356,-0.004184600000123654,-3.0029999999746123e-05
7,0,138.0,628.0,786.0,735.0,113.0,0.055660000001810706,0.33904999999932,0.5660599999993363,-0.06281079999995967,0.004915399999876363,0.00159497000000025
7,1,138.0,591.0,761.0,726.0,113.0,0.0516600000018107,0.15004999999931923,0.20905999999930314,-0.04171079999995971,0.006415399999876361,0.0013089700000002522
7,2,137.0,556.0,738.0,718.0,112.0,0.03566000000181077,0.09004999999931952,0.10305999999933882,-0.03739079999995963,0.006715399999876313,0.0021019700000002497
7,3,137.0,544.0,722.0,714.0,112.0,0.07066000000181073,-0.12295000000068132,0.4130599999993235,-0.014930799999959464,0.005375399999876333,0.0006849700000002524
7,4,135.0,541.0,658.0,692.0,111.0,-0.0003399999981890684,0.04304999999931957,0.7670599999993274,-0.04129079999995984,0.005015399999876325,0.0008149700000002528
7,5,136.0,489.0,444.0,646.0,110.0,0.019660000001810937,-0.037950000000680204,0.8640599999993072,-0.03235079999995967,0.0032753999998763506,0.000788970000000252
7,6,136.0,336.0,263.0,517.0,111.0,-0.010339999998189011,-0.02395000000068015,0.7410599999993153,-0.030350799999959703,0.002895399999876379,0.0020629700000002497
7,7,139.0,222.0,256.0,387.0,112.0,0.019660000001810906,-0.15895000000068102,0.5480599999993148,-0.00987079999995961,-0.0010846000001236552,0.00191997000000025
7,8,141.0,150.0,180.0,260.0,113.0,-0.03233999999818892,0.059049999999319557,0.6430599999993167,-0.01809079999995953,-0.0010646000001236463,0.00017797000000025344
7,9,143.0,145.0,169.0,239.0,114.0,-0.06033999999818874,0.09604999999931944,0.49505999999934247,-0.01563079999995962,-0.00042460000012365664,0.000554970000000254
7,10,145.0,120.0,116.0,210.0,114.0,-0.013339999998189005,0.006049999999319722,0.29205999999934296,0.0014692000000403852,-0.0020446000001236686,0.00107497000000025
8,0,138.0,629.0,786.0,735.0,112.0,0.042660000001810756,0.36604999999932036,0.2830599999993262,-0.06587079999995958,0.005135399999876351,-5.602999999974714e-05
8,1,138.0,591.0,760.0,725.0,112.0,0.07666000000181057,0.10604999999931951,0.15205999999934083,-0.04127079999995958,0.006975399999876372,0.0013739700000002498
8,2,136.0,556.0,737.0,718.0,111.0,0.07066000000181087,0.06804999999931947,0.08105999999934288,-0.034930799999959725,0.006935399999876348,0.0012439700000002507
8,3,137.0,543.0,722.0,714.0,111.0,0.04066000000181077,-0.13995000000068122,0.20005999999936855,-0.01619079999995963,0.006755399999876348,0.0017249700000002489
8,4,135.0,541.0,658.0,691.0,109.0,0.013660000001810864,0.0630499999993195,0.7580599999993195,-0.03701079999995958,0.005515399999876337,0.0003339700000002537
8,5,135.0,489.0,444.0,645.0,111.0,0.02066000000181066,-0.01595000000068019,0.6330599999993283,-0.030950799999959606,0.003915399999876369,0.0018029700000002505
8,6,135.0,336.0,263.0,517.0,111.0,0.02766000000181084,-0.03095000000068031,0.6090599999993336,-0.03179079999995962,-2.46000001236325e-05,0.0021409700000002505
8,7,138.0,222.0,256.0,387.0,113.0,-0.026339999998188948,-0.19295000000068027,0.39405999999933317,-0.010230799999959636,0.0005353999998763846,0.0008929700000002518
8,8,141.0,151.0,181.0,261.0,114.0,-0.03333999999818892,0.08104999999931943,0.3980599999993546,-0.018250799999959638,-0.00402460000012368,0.0016599700000002504
8,9,143.0,145.0,169.0,238.0,114.0,-0.005339999998189018,0.08904999999931945,0.11005999999932793,-0.01491079999995959,-0.005464600000123668,-0.0009400299999997482
8,10,145.0,120.0,116.0,210.0,114.0,0.052660000001810724,0.04504999999931953,-0.02394000000066174,-0.0045707999999596745,-0.004024600000123649,-0.0007840299999997449
9,0,137.0,629.0,785.0,735.0,112.0,0.08566000000181054,0.3390499999993204,0.3320599999993237,-0.0687507999999597,0.005135399999876333,0.002036970000000251
9,1,137.0,592.0,760.0,725.0,113.0,0.06366000000181059,0.10304999999931946,0.10105999999933712,-0.04133079999995982,-2.4600000123650197e-05,0.0008279700000002496
9,2,136.0,556.0,737.0,718.0,112.0,0.06266000000181066,0.03904999999931957,0.2560599999993293,-0.035910799999959775,0.003995399999876357,0.0018549700000002494
9,3,137.0,543.0,721.0,714.0,111.0,0.04866000000181074,-0.12595000000068138,0.3770599999993259,-0.02125079999995961,0.004655399999876313,0.0014389700000002495
9,4,134.0,540.0,657.0,691.0,111.0,0.0576600000018107,0.05704999999931955,0.6330599999993348,-0.036390799999959686,0.0053753999998763895,0.0020759700000002514
9,5,135.0,489.0,443.0,645.0,111.0,0.0366600000018108,-0.07295000000068042,0.9010599999993271,-0.03071079999995963,0.0015153999998763297,0.0015299700000002516
9,6,135.0,336.0,263.0,517.0,111.0,-0.001339999998189039,-0.05195000000067997,1.125059999999323,-0.03135079999995966,0.001795399999876344,0.0025959700000002567
9,7,138.0,223.0,256.0,387.0,112.0,-0.029339999998188964,-0.1309500000006809,0.6720599999993169,-0.01713079999995962,-0.0016846000001236561,-0.0010440299999997466
9,8,140.0,151.0,180.0,260.0,113.0,-0.052339999998188814,0.09804999999931945,0.7400599999993203,-0.02103079999995943,-0.003364600000123692,-0.0016810299999997483
9,9,142.0,145.0,168.0,237.0,114.0,-0.03033999999818899,0.10404999999931946,0.3680599999993374,-0.014590799999959507,-0.004004600000123677,-0.0012130299999997477
9,10,144.0,120.0,115.0,210.0,114.0,-0.00933999999818903,0.039049999999319567,0.26005999999933505,-0.0013907999999596898,0.00021539999987634726,0.0009189700000002511
10,0,138.0,628.0,785.0,734.0,112.0,0.0516600000018107,0.3440499999993204,0.36705999999931527,-0.06665079999995975,0.0014353999998763327,0.0012569700000002533
10,1,137.0,591.0,760.0,725.0,112.0,0.027660000001810847,0.04704999999931956,0.6970599999993347,-0.03765079999995974,0.0034353999998763306,0.0020109700000002497
10,2,136.0,555.0,737.0,718.0,112.0,0.05166000000181092,0.060049999999319516,0.4770599999993409,-0.03403079999995972,0.002895399999876347,0.0012959700000002511
10,3,136.0,542.0,721.0,713.0,111.0,0.07666000000181052,-0.15195000000068123,0.45005999999931184,-0.019410799999959687,0.00469539999987632,0.0022969700000002586
10,4,134.0,540.0,657.0,691.0,111.0,0.01366000000181087,0.06304999999931957,0.9830599999993358,-0.037570799999959575,0.0062353999998763605,0.0005549700000002531
10,5,135.0,489.0,444.0,645.0,110.0,0.02466000000181085,-0.031950000000680163,0.6410599999993211,-0.035110799999959724,0.0012753999998763295,0.002283970000000252
10,6,136.0,336.0,263.0,517.0,111.0,0.03966000000181074,-0.018950000000680176,1.0720599999993072,-0.031030799999959495,0.0004153999998763409,0.002218970000000254
10,7,138.0,223.0,256.0,387.0,112.0,-0.0023399999981890693,-0.17195000000068092,0.9500599999993286,-0.010290799999959587,-0.003524600000123685,0.00017797000000025325
10,8,140.0,150.0,179.0,260.0,113.0,-0.06633999999818885,0.06304999999931946,1.1390599999993218,-0.016310799999959442,-0.004524600000123686,0.00037297000000025324
10,9,143.0,146.0,167.0,238.0,114.0,-0.03533999999818894,0.0680499999993195,0.5130599999993228,-0.012230799999959668,-0.006184600000123674,0.003193970000000256
10,10,145.0,121.0,115.0,210.0,114.0,0.0006600000018109412,0.04004999999931957,0.4380599999993478,-0.0037707999999596255,0.00035539999987635554,0.0005939700000002511
