liner,tree,forest,svm,final_forest,final_svm
0.7043718525525491,0.0,0.03974349575144906,0.7554832279763244,0.0,0.0
0.7608488134494997,0.24988658514663759,0.1171389928590983,0.8034348812424039,0.09890146983722847,0.18972540501779608
0.0,0.0,0.0,0.0,0.0,0.12009084813165027
