p_index,m_index,a1,a2,a3,a4,a5,Fy,Fx,Fz,Ty,Tx,Tz
1,0,146.0,547.0,739.0,773.0,94.0,0.09507999999935149,0.09007999999997074,-0.24720000000904852,-0.006665999999932504,0.01089900000009684,0.003402229999999289
1,1,144.0,556.0,744.0,778.0,98.0,0.06507999999935171,0.5740799999999703,-0.04420000000903993,-0.04654599999993235,0.009739000000096884,0.006847229999999288
1,2,143.0,567.0,745.0,772.0,84.0,-0.04192000000064803,1.0670799999999707,-0.14720000000906328,-0.08660599999993229,0.007959000000096958,0.010097229999999291
1,3,141.0,575.0,740.0,754.0,66.0,-0.08992000000064768,1.6580799999999747,-0.19720000000904842,-0.13150599999993245,0.0013190000000968469,0.016792229999999284
1,4,139.0,581.0,730.0,717.0,49.0,-0.25792000000064963,2.2440799999999745,0.05379999999097791,-0.18568599999993235,-0.002780999999903159,0.01836522999999931
1,5,137.0,585.0,716.0,664.0,37.0,-0.33592000000064887,2.8400799999999755,-0.13020000000905943,-0.2388459999999322,-0.006360999999903116,0.021589229999999262
1,6,135.0,586.0,699.0,602.0,29.0,-0.4439200000006491,3.4580799999999647,0.03879999999095966,-0.2818659999999325,-0.009140999999903103,0.025944229999999287
1,7,134.0,586.0,678.0,532.0,25.0,-0.5509200000006493,3.991079999999968,0.8107999999909358,-0.32156599999993185,-0.011280999999903124,0.02879122999999929
1,8,132.0,584.0,656.0,466.0,22.0,-0.6369200000006501,4.5590799999999705,0.5687999999909894,-0.3727859999999326,-0.016300999999903153,0.03604522999999935
1,9,130.0,579.0,630.0,394.0,20.0,-0.79392000000065,5.127079999999967,1.0597999999909582,-0.42228599999993255,-0.02564099999990313,0.04158322999999932
1,10,128.0,572.0,601.0,320.0,18.0,-0.8639200000006501,5.698079999999967,1.015799999990939,-0.47648599999993235,-0.0291209999999031,0.04667922999999928
2,0,148.0,547.0,738.0,766.0,97.0,-0.04892000000064796,0.027079999999970832,0.12679999999094677,-0.0008059999999324892,-0.004060999999903145,0.0010752299999992946
2,1,147.0,554.0,745.0,769.0,100.0,-0.0019200000006481316,0.3010799999999718,0.36979999999094165,-0.01888599999993245,0.0008990000000968462,0.0028562299999992918
2,2,146.0,568.0,746.0,746.0,101.0,-0.00592000000064812,0.7810799999999701,-0.14120000000904837,-0.06422599999993243,0.005519000000096896,0.006054229999999291
2,3,144.0,578.0,735.0,682.0,87.0,0.019079999999351775,1.3190799999999714,-0.2822000000090419,-0.10608599999993251,0.006839000000096934,0.012437229999999291
2,4,142.0,586.0,715.0,603.0,74.0,-0.011920000000648103,1.893079999999975,0.2487999999909526,-0.15544599999993236,0.014139000000096874,0.01681822999999928
2,5,140.0,591.0,685.0,511.0,57.0,-0.09092000000064773,2.515079999999974,0.6137999999909336,-0.21130599999993246,0.0203790000000969,0.021212229999999308
2,6,137.0,591.0,643.0,425.0,45.0,-0.07792000000064785,3.123079999999965,0.8037999999909313,-0.2508259999999327,0.02001900000009687,0.023864229999999306
2,7,134.0,587.0,592.0,337.0,37.0,-0.04192000000064788,3.6710799999999706,0.5427999999909219,-0.29802599999993296,0.022919000000096907,0.030390229999999283
2,8,132.0,578.0,533.0,248.0,32.0,-0.13592000000064752,4.2850799999999625,1.083799999990934,-0.3510859999999329,0.024999000000096867,0.036825229999999334
2,9,129.0,563.0,464.0,173.0,28.0,-0.24992000000064926,4.9580799999999625,0.8907999999909536,-0.4108259999999322,0.027339000000096834,0.039932229999999326
2,10,128.0,540.0,387.0,117.0,26.0,-0.2409200000006491,5.5310799999999585,1.3967999999909353,-0.4684659999999319,0.025719000000096852,0.044547229999999334
3,0,150.0,549.0,740.0,764.0,99.0,0.014079999999351776,0.049079999999970834,0.09279999999090714,0.0005140000000675772,-0.0012809999999031437,0.0008542299999992946
