p_index,m_index,a1,a2,a3,a4,a5,Fy,Fx,Fz,Ty,Tx,Tz
1,0,139.0,549.0,740.0,773.0,94.0,0.11018999999951093,0.042439999999612614,-0.19585000000424926,-0.006063199999916532,0.006043000000091681,0.002950739999999857
1,1,138.0,558.0,744.0,777.0,98.0,0.028189999999511245,0.5594399999996126,0.20614999999572325,-0.04018319999991648,0.001883000000091649,0.006681739999999838
1,2,138.0,567.0,743.0,771.0,85.0,0.011189999999511303,1.0274399999996129,-0.08785000000428234,-0.08298319999991642,-0.00037699999990838497,0.009957739999999833
1,3,136.0,575.0,739.0,753.0,66.0,-0.12481000000048854,1.605439999999616,0.26014999999570243,-0.13200319999991653,-0.002416999999908375,0.012973739999999864
1,4,135.0,580.0,729.0,717.0,49.0,-0.2328100000004892,2.1894399999996166,0.07214999999573352,-0.18368319999991656,-0.007956999999908357,0.016119739999999872
1,5,134.0,584.0,714.0,665.0,37.0,-0.35281000000048934,2.802439999999608,0.4191499999957343,-0.23648319999991677,-0.008576999999908366,0.021384739999999857
1,6,132.0,585.0,697.0,603.0,30.0,-0.43081000000048947,3.3454399999996043,-0.12285000000424942,-0.2829631999999164,-0.006716999999908365,0.02564873999999979
1,7,131.0,585.0,677.0,533.0,25.0,-0.5188100000004892,3.8994399999996143,0.763149999995715,-0.32012319999991695,-0.012336999999908282,0.02956173999999982
1,8,129.0,582.0,654.0,467.0,21.0,-0.66581000000049,4.499439999999608,0.6211499999957134,-0.3710431999999163,-0.016636999999908295,0.03223973999999986
1,9,128.0,578.0,628.0,396.0,20.0,-0.7148100000004896,5.011439999999619,0.7731499999957472,-0.4214631999999158,-0.023596999999908344,0.041768739999999825
1,10,128.0,571.0,600.0,322.0,19.0,-0.8318100000004875,5.628439999999608,1.0521499999956996,-0.4773031999999159,-0.029456999999908327,0.04542173999999985
2,0,145.0,548.0,738.0,765.0,97.0,0.038189999999511164,-0.001560000000387278,-0.05985000000424968,-0.0071431999999164095,-0.004636999999908394,0.001949739999999861
2,1,146.0,555.0,744.0,768.0,101.0,0.002189999999511312,0.24943999999961347,-0.038850000004244954,-0.018543199999916413,-0.0053969999999083805,0.003067739999999859
2,2,143.0,568.0,745.0,746.0,101.0,0.005189999999511318,0.7154399999996127,0.1991499999957045,-0.05848319999991625,0.0011830000000916168,0.004770739999999847
2,3,142.0,578.0,734.0,683.0,86.0,0.03218999999951119,1.3004399999996132,0.0851499999956948,-0.1072631999999163,0.005783000000091643,0.011556739999999866
2,4,140.0,586.0,715.0,605.0,74.0,-0.009810000000488641,1.866439999999617,0.4521499999957108,-0.15026319999991647,0.008343000000091687,0.01604173999999985
