p_index,m_index,a1,a2,a3,a4,a5,Fy,Fx,Fz,Ty,Tx,Tz
1,0,786.0,972.0,794.0,214.0,764.0,-0.06283999999978875,0.01457999999911099,0.6408199999988208,0.0020156000000191073,-0.0004262000001052664,-0.00011933999999969223
1,1,789.0,971.0,795.0,213.0,766.0,-0.05883999999978879,0.3765799999991121,0.19581999999881197,-0.026584399999980936,0.0002937999998947186,-0.006060339999999687
1,2,791.0,970.0,796.0,212.0,768.0,-0.05583999999978893,0.8525799999991116,0.20081999999880396,-0.06416439999998082,-0.0022262000001052897,-0.011026339999999699
1,3,787.0,968.0,796.0,210.0,767.0,-0.09983999999978868,1.3975799999991119,-0.1281800000011672,-0.1064443999999809,-0.0028262000001053004,-0.016694339999999704
1,4,771.0,966.0,795.0,209.0,768.0,-0.05983999999978874,1.961579999999114,-0.11018000000118044,-0.1451643999999808,-0.004926200000105299,-0.020633339999999712
1,5,738.0,965.0,795.0,207.0,769.0,-0.10283999999978881,2.468579999999106,0.029819999998829907,-0.19092439999998104,-0.003806200000105249,-0.027640339999999694
1,6,701.0,962.0,793.0,203.0,770.0,-0.09683999999978883,2.9985799999991136,-0.061180000001206825,-0.23620439999998077,-0.0013462000001052384,-0.03271033999999971
1,7,658.0,957.0,794.0,198.0,771.0,-0.02883999999978881,3.552579999999114,-0.3831800000011844,-0.2777643999999808,-0.0009062000001052904,-0.037000339999999694
1,8,619.0,948.0,794.0,192.0,771.0,-0.017839999999788768,4.161579999999108,-0.461180000001202,-0.31672439999998026,-0.0005862000001052876,-0.04439733999999967
1,9,591.0,937.0,796.0,185.0,771.0,-0.02883999999978877,4.734579999999111,-0.22018000000117682,-0.3652043999999812,0.000713799999894729,-0.05182033999999971
1,10,564.0,921.0,800.0,177.0,770.0,-0.01783999999978868,5.373579999999114,-0.19218000000117977,-0.41138439999998083,0.0009137999998947003,-0.05976333999999974
2,0,777.0,971.0,790.0,215.0,770.0,-0.03483999999978868,0.021579999999111057,0.12181999999880522,0.004395600000019231,-0.0003062000001052933,-0.0010683399999996898
2,1,778.0,971.0,792.0,215.0,770.0,-0.05083999999978898,0.16557999999911094,-0.40418000000118703,-0.0036243999999808723,-0.005006200000105267,-0.0037333399999996885
2,2,780.0,969.0,797.0,213.0,770.0,-0.08483999999978886,0.5735799999991096,-0.09018000000118705,-0.04120439999998082,-0.008926200000105272,-0.008517339999999686
2,3,782.0,967.0,801.0,208.0,770.0,-0.13883999999978877,1.0545799999991117,-0.2881800000011843,-0.08138439999998094,-0.0130262000001053,-0.012209339999999708
2,4,781.0,965.0,801.0,203.0,770.0,-0.19583999999978843,1.5715799999991122,-0.21118000000116793,-0.11996439999998101,-0.01498620000010532,-0.0165123399999997
2,5,774.0,958.0,803.0,197.0,770.0,-0.23083999999978833,2.1125799999991073,-0.060180000001186104,-0.16360439999998067,-0.018306200000105303,-0.02319433999999969
2,6,761.0,945.0,803.0,189.0,771.0,-0.30483999999978956,2.6505799999991115,-0.3671800000011871,-0.2069643999999812,-0.023426200000105316,-0.02881033999999969
