p_index,m_index,a1,a2,a3,a4,a5,Fy,Fx,Fz,Ty,Tx,Tz
1,0,791.0,973.0,795.0,215.0,766.0,-0.03183999999978879,0.04657999999911129,0.2598199999988009,0.0012556000000190834,7.379999989469992e-05,-0.0011203399999996908
1,1,794.0,972.0,797.0,214.0,767.0,-0.045839999999788945,0.4335799999991124,0.4858199999988215,-0.03142439999998082,0.0006937999998947027,-0.0065413399999996865
1,2,797.0,970.0,797.0,214.0,768.0,-0.07883999999978866,0.8905799999991117,0.4988199999988355,-0.06580439999998079,-0.003046200000105288,-0.011728339999999693
1,3,791.0,969.0,798.0,212.0,767.0,-0.07883999999978873,1.4145799999991098,0.19981999999883104,-0.10792439999998085,-0.0005262000001052851,-0.015849339999999705
1,4,775.0,966.0,797.0,211.0,768.0,-0.055839999999788704,1.9965799999991118,-0.39618000000117565,-0.15514439999998095,-0.0026462000001052843,-0.020425339999999688
1,5,742.0,966.0,797.0,209.0,771.0,-0.13183999999978882,2.4855799999991057,-0.004180000001193698,-0.1921243999999808,-0.004766200000105261,-0.027692339999999697
1,6,705.0,964.0,795.0,205.0,772.0,-0.09983999999978879,3.0645799999991117,-0.1861800000011997,-0.23590439999998067,-0.00536620000010529,-0.034621339999999744
1,7,662.0,958.0,796.0,200.0,772.0,-0.06183999999978874,3.5535799999991147,0.32881999999881834,-0.282104399999981,0.00013379999989469613,-0.037403339999999737
1,8,623.0,948.0,796.0,194.0,772.0,-0.07583999999978866,4.162579999999102,0.05681999999880875,-0.32030439999998084,-0.0006662000001052735,-0.044527339999999714
1,9,594.0,938.0,798.0,188.0,772.0,-0.00883999999978847,4.751579999999112,0.10381999999880683,-0.37056439999998064,0.004353799999894725,-0.05024733999999974
1,10,570.0,922.0,799.0,180.0,770.0,0.008160000000211613,5.414579999999109,0.19181999999882127,-0.4130243999999812,0.0036737999998947015,-0.05711133999999967
2,0,785.0,971.0,792.0,217.0,770.0,0.007160000000211605,0.03457999999911117,-0.048180000001185615,-0.0002643999999808474,-0.000726200000105257,-0.0018353399999996901
2,1,786.0,971.0,794.0,217.0,770.0,-0.07883999999978886,0.14957999999911087,0.07281999999882811,-0.007324399999980891,-0.0033862000001052906,-0.0038633399999996884
2,2,786.0,969.0,799.0,214.0,770.0,-0.08783999999978878,0.6065799999991097,-0.00018000000119377906,-0.04766439999998081,-0.0071862000001052875,-0.008608339999999687
2,3,787.0,967.0,802.0,210.0,770.0,-0.16483999999978857,1.0995799999991114,-0.04218000000118424,-0.08828439999998093,-0.010466200000105287,-0.01367833999999969
2,4,786.0,965.0,803.0,206.0,769.0,-0.2068399999997885,1.6165799999991113,-0.29918000000117084,-0.13060439999998097,-0.013846200000105328,-0.01737033999999969
2,5,781.0,957.0,804.0,200.0,770.0,-0.2558399999997887,2.1725799999991104,-0.09818000000120254,-0.1704443999999808,-0.017366200000105275,-0.022440339999999698
2,6,771.0,944.0,804.0,192.0,771.0,-0.33583999999978986,2.666579999999113,-0.03318000000119695,-0.21010439999998076,-0.02012620000010531,-0.028303339999999656
2,7,755.0,926.0,801.0,184.0,772.0,-0.3288399999997901,3.2575799999991064,-0.05418000000116875,-0.2589443999999804,-0.022986200000105313,-0.033009339999999714
2,8,733.0,898.0,797.0,174.0,772.0,-0.3738399999997901,3.8345799999991144,-0.21618000000118504,-0.3016843999999805,-0.025586200000105325,-0.0422523399999997
2,9,708.0,858.0,785.0,164.0,771.0,-0.41183999999979015,4.403579999999107,0.059819999998824105,-0.3474043999999814,-0.02998620000010534,-0.04633433999999971
2,10,665.0,802.0,765.0,152.0,770.0,-0.4378399999997899,5.025579999999118,0.33481999999882456,-0.3933043999999806,-0.03412620000010533,-0.0527953399999996
3,0,785.0,970.0,794.0,217.0,773.0,-0.024839999999788708,0.008579999999110823,0.2748199999988127,-0.0016643999999808583,0.0005137999998947173,-0.0005613399999996916
3,1,785.0,970.0,797.0,217.0,772.0,-0.07283999999978882,0.10857999999911096,0.06881999999881937,-0.003624399999980896,-0.0020862000001052906,-0.002420339999999689
3,2,785.0,969.0,805.0,210.0,772.0,-0.10383999999978887,0.4635799999991116,-0.046180000001171284,-0.03714439999998091,-0.004946200000105297,-0.0065023399999996866
3,3,785.0,968.0,809.0,201.0,772.0,-0.08183999999978883,0.9045799999991115,0.10881999999881821,-0.0684643999999809,-0.01028620000010529,-0.008543339999999686
3,4,785.0,959.0,809.0,189.0,771.0,-0.19383999999978857,1.262579999999111,0.19981999999882896,-0.10020439999998079,-0.01198620000010529,-0.01305433999999969
3,5,785.0,944.0,800.0,176.0,771.0,-0.20283999999978836,1.8075799999991105,0.07881999999881048,-0.1406443999999809,-0.01852620000010526,-0.01547233999999969
3,6,783.0,922.0,784.0,162.0,771.0,-0.29983999999978944,2.329579999999115,-0.011180000001202187,-0.18332439999998065,-0.020446200000105264,-0.018865339999999713
3,7,781.0,885.0,757.0,147.0,771.0,-0.34283999999979,2.8415799999991087,-0.17418000000116882,-0.22914439999998082,-0.023826200000105265,-0.023623339999999698
3,8,777.0,834.0,698.0,130.0,770.0,-0.34483999999978965,3.3875799999991076,-0.06418000000119031,-0.2735643999999807,-0.027946200000105306,-0.025963339999999686
3,9,772.0,753.0,598.0,114.0,769.0,-0.4058399999997901,3.997579999999112,0.3388199999988079,-0.3189843999999804,-0.029926200000105305,-0.03225533999999972
3,10,763.0,623.0,461.0,98.0,767.0,-0.46483999999978953,4.619579999999112,0.325819999998828,-0.36808439999998077,-0.03646620000010532,-0.03914533999999968
4,0,785.0,968.0,795.0,217.0,773.0,-0.04283999999978885,0.01457999999911068,-0.07818000000117309,-0.002004399999980907,-6.620000010527176e-05,-0.0009773399999996912
4,1,786.0,969.0,798.0,216.0,773.0,-0.028839999999788795,0.10957999999911097,-0.11618000000119308,-0.008284399999981004,7.379999989470617e-05,-0.00110733999999969
4,2,785.0,970.0,810.0,204.0,773.0,-0.09683999999978876,0.4035799999991124,-0.013180000001195766,-0.030704399999980803,-0.0007062000001052935,-0.003174339999999688
4,3,785.0,971.0,811.0,184.0,772.0,-0.09983999999978883,0.8105799999991116,-0.20218000000119218,-0.0589443999999809,-0.006186200000105304,-0.0053063399999996866
4,4,787.0,964.0,796.0,164.0,771.0,-0.17283999999978839,1.1545799999991126,0.023819999998807934,-0.08896439999998094,-0.00806620000010528,-0.007646339999999686
4,5,787.0,947.0,773.0,140.0,770.0,-0.16083999999978849,1.5985799999991095,-0.20218000000118203,-0.12458439999998093,-0.009466200000105287,-0.008114339999999685
4,6,786.0,924.0,713.0,114.0,770.0,-0.13083999999978885,2.0525799999991095,0.07781999999880887,-0.16640439999998108,-0.009786200000105306,-0.00977833999999969
4,7,785.0,886.0,601.0,90.0,768.0,-0.23183999999978858,2.5835799999991123,0.08781999999883064,-0.20416439999998104,-0.014746200000105333,-0.012001339999999694
4,8,782.0,826.0,440.0,71.0,767.0,-0.22883999999978819,3.1405799999991157,-0.039180000001187015,-0.25242439999998056,-0.014986200000105285,-0.01428933999999969
4,9,779.0,729.0,274.0,56.0,765.0,-0.24783999999978856,3.6665799999991076,0.07281999999882488,-0.2954843999999806,-0.020146200000105273,-0.016291339999999696
4,10,777.0,574.0,145.0,47.0,762.0,-0.2998399999997897,4.235579999999112,0.3858199999988263,-0.3363243999999805,-0.023466200000105245,-0.018722339999999702
5,0,786.0,969.0,794.0,215.0,773.0,-0.012839999999788507,0.016579999999111045,-0.2961800000011929,-0.0005643999999809244,0.0014737999998947332,0.00011466000000030792
5,1,786.0,969.0,798.0,211.0,773.0,-0.038839999999788884,0.12357999999911086,-0.3621800000011865,-0.003184399999980907,-0.003106200000105297,-0.0026413399999996885
5,2,786.0,971.0,813.0,185.0,772.0,-0.05383999999978866,0.44457999999911185,-0.05618000000116461,-0.03310439999998094,-0.000906200000105289,-0.0023943399999996886
